ITEM_NO,COMPANY,Station_Series_ID,DynamicStartFt,DynamicEndFt,TestStartDateTime
22614,ANR Pipeline,8002505,45722.2212,45786.13196,1988-10-21 09:04:00
22614,ANR Pipeline,8002505,45786.13196,46901.7422,1988-10-21 09:04:00
22614,ANR Pipeline,8002505,39389.047,41518.92067,1988-10-21 09:04:00
22614,ANR Pipeline,8002505,72206.08607,72869.91481,1988-10-21 09:04:00
22614,ANR Pipeline,8002505,72869.91481,78045.469,1988-10-21 09:04:00
47978,ANR Pipeline,8002508,21391.273,22949.58665,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,22949.58665,24687.58862,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,24687.58862,41903.82,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,0,966.13189,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,966.13189,12893.22509,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,12893.22509,20865.68245,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,20865.68245,20960.39045,1990-07-16 12:30:00
47978,ANR Pipeline,8002508,20960.39045,21391.273,1990-07-16 12:30:00
47111,ANR Pipeline,8002511,22913.51053,24658.4482,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,24732.05712,25586.93245,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,0,2270.7546,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,2270.7546,4133.26772,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,4133.26772,8415.14437,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,8415.14437,9371.92915,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,9371.92915,9914.85894,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,9914.85894,12016.31235,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,12016.31235,13722.66734,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,13722.66734,15187.86748,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,15187.86748,19467.59845,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,19467.59845,19662.88717,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,19662.88717,22913.51053,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,24658.4482,24732.05712,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,27109.46198,28439.37668,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,28439.37668,30077.0276,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,30077.0276,34422.59848,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,34422.59848,35674.88851,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,35674.88851,39447.12604,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,39447.12604,41205,1974-01-11 13:25:00
47111,ANR Pipeline,8002511,25586.93245,27109.46198,1974-01-11 13:25:00
46515,ANR Pipeline,8003201,0,45010.996,1968-06-06 09:05:00
46904,ANR Pipeline,8003228,0,2633.3399,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,2633.3399,6675.64962,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,6675.64962,9213.26445,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,9213.26445,12821.25986,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,12821.25986,16115.77758,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,16115.77758,17352.01774,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,22142.79859,22578.66801,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,22578.66801,24257.72313,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,24257.72313,24374.06172,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,24374.06172,28050.00004,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,28050.00004,67078.19892,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,17352.01774,17420.88913,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,17420.88913,19121.54202,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,19121.54202,19517.03415,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,19517.03415,20235.09518,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,20235.09518,20285.95476,1960-08-30 10:45:00
46904,ANR Pipeline,8003228,20285.95476,22142.79859,1960-08-30 10:45:00
47716,ANR Pipeline,8003285,70255.65299,70708.44499,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,70708.44499,71327.42465,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,71327.42465,71696.90956,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,21616.01,33223.87144,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,33223.87144,36775.29861,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,36775.29861,41701.74875,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,41701.74875,46251.23695,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,46251.23695,59521.14182,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,59521.14182,61890.53815,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,61890.53815,61945.12805,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,61945.12805,63635.96138,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,63635.96138,70128.76323,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,70128.76323,70255.65299,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,80884.23569,80926.89317,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,80926.89317,84596.33215,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,84596.33215,89066.36168,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,89066.36168,90656.99817,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,73232.2278,73705.78095,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,73705.78095,75917.18515,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,75917.18515,78457.76915,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,78457.76915,78881.05983,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,78881.05983,79819.96403,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,79819.96403,80884.23569,1966-10-09 12:15:00
47716,ANR Pipeline,8003285,71696.90956,73232.2278,1966-10-09 12:15:00
66775,ANR Pipeline,8003301,52032,52611.35179,2009-08-03 08:45:00
66775,ANR Pipeline,8003301,52611.35179,52740,2009-08-03 08:45:00
48349,ANR Pipeline,8003301,51232.0506,52001.27304,1969-07-29 17:45:00
48349,ANR Pipeline,8003301,52611.35179,53375.29208,1969-07-29 17:45:00
48348,ANR Pipeline,8003301,0,6661.29266,1969-07-23 16:00:00
48348,ANR Pipeline,8003301,6661.29266,8409.77692,1969-07-23 16:00:00
48348,ANR Pipeline,8003301,8409.77692,8961.37797,1969-07-23 16:00:00
48348,ANR Pipeline,8003301,8961.37797,11043.54004,1969-07-23 16:00:00
48348,ANR Pipeline,8003301,11043.54004,46088.32028,1969-07-23 16:00:00
48348,ANR Pipeline,8003301,46088.32028,51099,1969-07-23 16:00:00
48349,ANR Pipeline,8003301,51099,51232.0506,1969-07-29 17:45:00
48349,ANR Pipeline,8003301,53375.29208,54022.34588,1969-07-29 17:45:00
48349,ANR Pipeline,8003301,54022.34588,55800,1969-07-29 17:45:00
48430,ANR Pipeline,8003315,13741.1516,16564.61945,1975-10-30 15:00:00
65524,ANR Pipeline,8003315,14717,14757.5,2005-05-26 09:30:00
48430,ANR Pipeline,8003315,25432.89046,25811.76185,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,25338.03153,25432.89046,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,20091.48297,20635.43966,1975-10-30 15:00:00
65524,ANR Pipeline,8003315,20095,20100,2005-05-26 09:30:00
48430,ANR Pipeline,8003315,17060.18703,18293.02496,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,22790.97773,24789.66867,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,24789.66867,24809.30778,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,0,4438.91733,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,4438.91733,7119.0945,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,7119.0945,7877.01445,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,7877.01445,8304.69489,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,8304.69489,8999.91799,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,8999.91799,10481.07941,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,10481.07941,13741.1516,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,16564.61945,17060.18703,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,18293.02496,18763.41866,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,18763.41866,19203.44819,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,19203.44819,19325.38717,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,19325.38717,19580.24937,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,19580.24937,20091.48297,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,20635.43966,22790.97773,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,24809.30778,25338.03153,1975-10-30 15:00:00
48430,ANR Pipeline,8003315,25811.76185,25811.76185,1975-10-30 15:00:00
48448,ANR Pipeline,8003320,11276.41078,11664.71787,1970-07-08 11:30:00
48448,ANR Pipeline,8003320,0,11226.29267,1970-07-08 11:30:00
48448,ANR Pipeline,8003320,11226.29267,11276.41078,1970-07-08 11:30:00
48448,ANR Pipeline,8003320,11664.71787,11951.9554,1970-07-08 11:30:00
48448,ANR Pipeline,8003320,11951.9554,30527,1970-07-08 11:30:00
48601,ANR Pipeline,8003380,26582.31631,27755.75792,1969-08-23 14:00:00
48601,ANR Pipeline,8003380,27755.75792,71267.79866,1969-08-23 14:00:00
48601,ANR Pipeline,8003380,0,20461.96525,1969-08-23 14:00:00
48601,ANR Pipeline,8003380,20461.96525,23506.5814,1969-08-23 14:00:00
48601,ANR Pipeline,8003380,23506.5814,26582.31631,1969-08-23 14:00:00
49246,ANR Pipeline,8003417,0,120.05906,1956-12-22 08:00:00
49246,ANR Pipeline,8003417,787.17192,4022.71654,1956-12-22 08:00:00
49246,ANR Pipeline,8003417,4022.71654,8965.43637,1956-12-22 08:00:00
49246,ANR Pipeline,8003417,8965.43637,9152.95933,1956-12-22 08:00:00
49246,ANR Pipeline,8003417,9152.95933,12028.47443,1956-12-22 08:00:00
49246,ANR Pipeline,8003417,12028.47443,30140,1956-12-22 08:00:00
22619,ANR Pipeline,8003505,73288.477,101896.9982,1988-10-27 22:00:00
32930,ANR Pipeline,8003511,40088.98956,43075,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,30293.84847,32855.60372,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,32855.60372,32945.77433,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,32945.77433,36048.71068,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,36048.71068,36227.35242,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,36227.35242,38410.20675,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,38410.20675,40088.98956,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,14357.598,17251.90291,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,17251.90291,21998.002,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,21998.002,26210.46264,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,26210.46264,27738.74348,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,27738.74348,29421.81763,1972-11-16 02:30:00
32930,ANR Pipeline,8003511,29421.81763,30293.84847,1972-11-16 02:30:00
47111,ANR Pipeline,8003511,0,1242.21129,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,1242.21129,3217.55578,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,3217.55578,4552.76904,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,4552.76904,5246.35171,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,5246.35171,5387.31956,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,5387.31956,9173.25789,1974-01-11 13:25:00
47111,ANR Pipeline,8003511,9173.25789,14357.598,1974-01-11 13:25:00
46515,ANR Pipeline,8004201,24763.9961,26194.06172,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,27584.84256,33457.97905,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,23173.8255,23823.18901,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,33595.28548,38292.99875,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,26627.00135,27236.65359,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,0,22283.12339,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,22283.12339,22283.5335,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,22283.5335,23173.8255,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,23823.18901,24763.9961,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,26194.06172,26627.00135,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,27236.65359,27584.84256,1968-06-06 09:05:00
46515,ANR Pipeline,8004201,33457.97905,33595.28548,1968-06-06 09:05:00
46863,ANR Pipeline,8004226,25972.00135,27995,1975-09-24 17:45:00
46863,ANR Pipeline,8004226,24349.016,25222.14571,1975-09-24 17:45:00
46863,ANR Pipeline,8004226,25222.14571,25779.00923,1975-09-24 17:45:00
46863,ANR Pipeline,8004226,25779.00923,25972.00135,1975-09-24 17:45:00
46904,ANR Pipeline,8004228,0,2640.17389,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,2640.17389,4141.60762,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,4141.60762,4308.63518,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,4308.63518,12831.20409,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,12831.20409,12993.96327,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,12993.96327,14294.6949,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,14294.6949,14618.43834,1960-08-30 10:45:00
46904,ANR Pipeline,8004228,14618.43834,17913.99281,1960-08-30 10:45:00
47716,ANR Pipeline,8004285,81245.38398,81616.81443,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,81616.81443,82189.34724,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,82189.34724,82568.03818,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,0,1837.34908,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,1837.34908,2100.53806,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,2100.53806,9766.78479,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,9766.78479,12061.0302,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,12061.0302,13924.88191,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,13924.88191,79823.11364,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,79823.11364,80315.44304,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,80315.44304,80416.04343,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,80416.04343,81245.38398,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,86035.03622,87528.54672,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,87528.54672,100686.9949,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,82568.03818,82595.44632,1966-10-09 12:15:00
47716,ANR Pipeline,8004285,82595.44632,86035.03622,1966-10-09 12:15:00
48349,ANR Pipeline,8004301,0,20421.49937,1969-07-29 17:45:00
48349,ANR Pipeline,8004301,20421.49937,21679.0125,1969-07-29 17:45:00
48349,ANR Pipeline,8004301,21679.0125,21804.27169,1969-07-29 17:45:00
48349,ANR Pipeline,8004301,21804.27169,23581,1969-07-29 17:45:00
48601,ANR Pipeline,8004380,33432.53614,34092.12276,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,34092.12276,34162.6116,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,44223.54665,44274.01253,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,44274.01253,44930.46595,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,44930.46595,45037.71332,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,0,29563.77301,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,29563.77301,31568.81895,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,31568.81895,31783.24808,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,31783.24808,33023.81239,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,33023.81239,33432.53614,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,34162.6116,36078.83864,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,36078.83864,36098.09717,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,36098.09717,43044.70151,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,43044.70151,43094.43248,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,43094.43248,44223.54665,1969-08-23 14:00:00
37497,ANR Pipeline,8004380,41428.148,41627.625,1992-04-29 07:30:00
48601,ANR Pipeline,8004380,45337.57553,46483.75663,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,46483.75663,48113.3006,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,48113.3006,51530.37737,1969-08-23 14:00:00
48601,ANR Pipeline,8004380,45037.71332,45337.57553,1969-08-23 14:00:00
50535,ANR Pipeline,8004503,43960.1313,45613.01516,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,29.856,698.04134,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,698.04134,845.36089,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,845.36089,1820.93504,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,1820.93504,2397.93636,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,2397.93636,6135.91208,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,6135.91208,8409.63584,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,33418.83535,36222.69034,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,36222.69034,42918.025,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,42918.025,43960.1313,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,8409.63584,15194.27168,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,15194.27168,16487.5722,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,16487.5722,18064.68507,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,18064.68507,29345.75792,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,29345.75792,30870.2822,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,30870.2822,33418.83535,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,45613.01516,45892.23104,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,45892.23104,49011.99811,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,49011.99811,50788.02173,1980-07-16 17:30:00
50535,ANR Pipeline,8004503,50788.02173,53067.914,1980-07-16 17:30:00
22619,ANR Pipeline,8004505,42022.83143,42276.16476,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,42276.16476,43009.97382,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,43009.97382,43260.046,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,44565.15755,45130.14771,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,45130.14771,45374.02894,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,44321.64705,44565.15755,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,32974.17328,33221.79467,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,33221.79467,33530.11488,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,33530.11488,33782.71659,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,0,13783.92719,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,13783.92719,15653.78939,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,15653.78939,15813.6516,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,15813.6516,18387.7953,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,18387.7953,21295.7415,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,21295.7415,23737.42786,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,23737.42786,25886.74217,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,25886.74217,27374.08469,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,27374.08469,31853.09388,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,31853.09388,32974.17328,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,36527.15229,37386.05321,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,37386.05321,40630.17067,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,40630.17067,40987.47053,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,40987.47053,42022.83143,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,33782.71659,36527.15229,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,43260.046,44321.64705,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,58382.64445,65037.92989,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,65037.92989,67245.36428,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,67245.36428,68449.86559,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,68449.86559,69044.13724,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,69044.13724,71126.60116,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,71126.60116,72890.99421,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,45374.02894,46248.28091,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,46248.28091,48547.62475,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,48547.62475,55672.10966,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,55672.10966,58318.86492,1988-10-27 22:00:00
22619,ANR Pipeline,8004505,58318.86492,58382.64445,1988-10-27 22:00:00
32930,ANR Pipeline,8004511,1242.71326,3530.34121,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,10974.54398,11768.77955,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,11768.77955,12058.39897,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,37518.66475,37808.49087,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,37808.49087,37882.9889,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,0,1242.71326,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,3530.34121,4403.21523,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,4403.21523,4866.48623,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,4866.48623,10974.54398,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,12058.39897,13841.54202,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,13841.54202,15542.41472,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,15542.41472,20135.14439,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,34351.07289,35610.44625,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,35610.44625,35703.7763,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,35703.7763,37518.66475,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,20135.14439,22008.79925,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,22008.79925,23783.69098,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,23783.69098,24855.9646,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,24855.9646,25532.16539,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,25532.16539,31942.6969,1972-11-16 02:30:00
32930,ANR Pipeline,8004511,31942.6969,34351.07289,1972-11-16 02:30:00
47040,ANR Pipeline,8004716,0,3484.34712,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,3484.34712,5921.41405,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,5921.41405,10106.0302,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,10106.0302,11558.39241,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,11558.39241,12683.53676,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,12683.53676,13581.19753,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,16178.33336,17159.32417,1971-07-29 03:30:00
47040,ANR Pipeline,8004716,17159.32417,29187.008,1971-07-29 03:30:00
31037,ANR Pipeline,8005201,4220.998,4513.999,2000-04-15 08:15:00
46515,ANR Pipeline,8005201,0,4954.67849,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,5370.42652,6536.3714,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,4954.67849,5370.42652,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,6536.3714,7835.9613,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,7835.9613,12023.15947,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,12023.15947,16918.07089,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,16918.07089,18188.28415,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,18188.28415,21237.24741,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,21237.24741,24208.00529,1968-06-06 09:05:00
46515,ANR Pipeline,8005201,24208.00529,25992.998,1968-06-06 09:05:00
46863,ANR Pipeline,8005226,0,560.44948,1975-09-24 17:45:00
46863,ANR Pipeline,8005226,560.44948,2939.38649,1975-09-24 17:45:00
46863,ANR Pipeline,8005226,2939.38649,3085.991,1975-09-24 17:45:00
46868,ANR Pipeline,8005227,85530.97126,86086.95879,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,86086.95879,87393.047,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,17.06,497.46063,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,497.46063,73344.50142,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,73344.50142,75599.3177,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,82238.29081,83996.33215,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,83996.33215,85530.97126,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,75599.3177,75853.10707,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,75853.10707,78571.62414,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,78571.62414,79457.85445,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,79457.85445,80837.51653,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,80837.51653,80868.82886,1973-08-03 15:00:00
46868,ANR Pipeline,8005227,80868.82886,82238.29081,1973-08-03 15:00:00
48263,ANR Pipeline,8005301,17407.38848,17780,1994-06-25 07:50:00
48401,ANR Pipeline,8005301,17772,18146.57811,1972-07-20 10:00:00
48401,ANR Pipeline,8005301,18146.57811,18840.63979,1972-07-20 10:00:00
48401,ANR Pipeline,8005301,18840.63979,19300,1972-07-20 10:00:00
48263,ANR Pipeline,8005301,13660,16523.5138,1994-06-25 07:50:00
48263,ANR Pipeline,8005301,16523.5138,17407.38848,1994-06-25 07:50:00
48400,ANR Pipeline,8005301,11191,11742.87403,1974-10-12 14:00:00
48400,ANR Pipeline,8005301,11742.87403,11880.06563,1974-10-12 14:00:00
48400,ANR Pipeline,8005301,11880.06563,13660,1974-10-12 14:00:00
48602,ANR Pipeline,8005380,11077.55907,11717.32613,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,0,4385.20998,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,4385.20998,7656.30579,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,7656.30579,7823.50395,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,7823.50395,8235.22639,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,8235.22639,8881.97836,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,8881.97836,10437.67062,1969-08-23 11:30:00
48602,ANR Pipeline,8005380,10437.67062,11077.55907,1969-08-23 11:30:00
